,INSTNM,CITY,ZIP,LATITUDE,LONGITUDE
4998,Dayton School of Medical Massage,Dayton,45429,39.682932,-84.168901
4999,Northcoast Medical Training Academy,Kent,44240,41.152861,-81.328959
5000,American Institute of Medical Technology,Tulsa,74146,36.098554,-95.85662099999999
5001,Visible Music College,Memphis,38103,35.144586,-90.04938100000001
5002,CCI Training Center-Arlington,Arlington,76011,32.755006,-97.10128900000001
5003,Champion Beauty College,Houston,77068,29.99352,-95.489161
5004,Southeast Texas Career Institute,Silsbee,77656,30.341896000000002,-94.169885
5005,Southwest Technical College,Cedar City,84720,37.664147,-113.06991599999999
5006,Virginia Beach Theological Seminary,Virginia Beach,23464-6847,36.765993,-76.189475
5007,Milwaukee Career College,Milwaukee,53222,43.074192,-88.048714
5008,University of the West,Rosemead,91770,34.045984999999995,-118.08296399999999
5009,American College of Education,Indianapolis,46204,39.76975,-86.160161
5010,South University-Tampa,Tampa,33614-7095,27.982269,-82.500357
5011,Milan Institute of Cosmetology-San Antonio Military,San Antonio,78221,29.358240999999996,-98.500738
5012,Appalachian College of Pharmacy,Oakwood,24631,37.211628999999995,-82.00619499999999
5013,Averett University-Non-Traditional Programs,Danville,24541,36.577287,-79.413203
5014,Paul Mitchell the School-Tampa,Tampa,33625,28.068640000000002,-82.57457099999999
5015,Paul Mitchell the School-San Diego,San Diego,92101,32.719128000000005,-117.16083799999998
5016,Paul Mitchell the School-Michigan,Sterling Heights,48313,42.593439000000004,-83.02880400000001
5017,Paul Mitchell the School-Sherman Oaks,Sherman Oaks,91403,34.155811,-118.46736899999999
5018,Paul Mitchell the School-Tysons Corner,McLean,22102,38.916957000000004,-77.222536
5019,Blue Cliff College-Houma,Houma,70360,29.59157,-90.718451
5020,Fortis College-Columbus,Westerville,43081,40.083063,-82.900188
5021,Fortis College-Cincinnati,Cincinnati,45246,39.283312,-84.444969
5022,Blue Cliff College-Fayetteville,Fayetteville,72703,36.113929999999996,-94.144491
5023,Blue Cliff College-Alexandria,Alexandria,71301,31.276699,-92.475371
5024,Beauty Schools of America-North Miami Beach,North Miami Beach,33162,25.926243,-80.163498
5025,Strayer University-Delaware,Newark,19713,39.686127,-75.660093
5026,Brite Divinity School,Fort Worth,76129,32.710145000000004,-97.359137
5027,Strayer University-Alabama,Birmingham,35243,33.43872,-86.71766099999999
5028,Brown Aveda Institute-Strongsville,Strongsville,44136,41.312521999999994,-81.826226
5029,Clary Sage College,Tulsa,74145,36.117058,-95.903835
5030,Rasmussen College-Wisconsin,Green Bay,54303-2349,44.526244,-88.080783
5031,Empire Beauty School-Richmond,Richmond,23294,37.634052000000004,-77.550607
5032,Empire Beauty School-North Hills,Pittsburgh,15237,40.519870000000004,-80.004389
5033,Empire Beauty School-Concord,Concord,28027,35.364022,-80.712059
5034,Lexington Healing Arts Academy,Lexington,40503,38.013756,-84.522938
5035,Empire Beauty School-Hooksett,Hooksett,03106,43.054992,-71.44412
5036,The Institute of Beauty and Wellness,Milwaukee,53202-0000,43.03494,-87.90653499999999
5037,Carrington College-Stockton,Stockton,95207,37.998992,-121.323199
5038,Carrington College-Citrus Heights,Citrus Heights,95621,38.679983,-121.29421
5039,Trend Barber College,Houston,77090-3700,30.013484000000002,-95.449186
5040,Euphoria Institute of Beauty Arts & Sciences-Summerlin,Las Vegas,89117,36.147552000000005,-115.298988
5041,Columbia Southern University,Orange Beach,36561-9000,30.329288000000002,-87.653162
5042,Arizona Culinary Institute,Scottsdale,85259,33.581934999999994,-111.83123700000002
5043,Healthcare Career College,Paramount,90723-5258,33.889719,-118.14964499999999
5044,Trident University International,Cypress,90630-5041,33.80595,-118.032177
5045,Coastline Beauty College,Fountain Valley,92708,33.728821,-117.921471
5046,Eagle Rock College,Los Angeles,90010,34.06133,-118.299476
5047,Montessori Casa International,Denver,80230,39.720268,-104.89719199999999
5048,Branford Academy of Hair and Cosmetology,Branford,06405,41.277187,-72.8537
5049,Academy of Massage and Bodywork,Bear,19701,39.628778999999994,-75.666786
5050,Academy for Five Element Acupuncture,Gainesville,32601,29.650075,-82.32199399999999
5051,Academy of Career Training,Kissimmee,34741,28.306092,-81.43956899999999
5052,Miami Regional University,Miami Springs,33166,25.810667000000002,-80.26700699999999
5053,Paul Mitchell the School-Miami,Miami,33156,25.68739,-80.313201
5054,Aveda Institute-South Florida,Davie,33328,26.070447,-80.251766
5055,Aveda Institute-Tallahassee,Tallahassee,32304,30.442037,-84.317892
5056,Shear Excellence Hair Academy,Tampa,33614,28.027145,-82.503396
5057,Carlson College of Massage Therapy,Anamosa,52205,42.103958,-91.356196
5058,MyComputerCareer.com,Indianapolis,46241,39.729314,-86.25478000000001
5059,Z Hair Academy,Overland Park,66223,38.867002,-94.666351
5060,DiGrigoli School of Cosmetology,West Springfield,01089,42.146311,-72.63027199999999
5061,Millennium Training Institute,Woburn,01801,42.495678000000005,-71.12749000000001
5062,Elevate Salon Institute,Royal Oak,48073,42.525165,-83.164514
5063,Lakewood School of Therapeutic Massage,Port Huron,48060,42.972359999999995,-82.425714
5064,The Salon Professional Academy-Battle Creek,Battle Creek,49015,42.297776,-85.224127
5065,Academy of Hair Design-Springfield,Springfield,65804,37.180584,-93.261354
5066,Corinth Academy of Cosmetology,Corinth,38834,34.934036,-88.520546
5067,Southeastern Institute-Charlotte,Charlotte,28217,35.167928,-80.887233
5068,Yeshivas Be'er Yitzchok,Elizabeth,07208,40.682465,-74.213255
5069,Yeshiva Toras Chaim,Lakewood,08701,40.098692,-74.18214300000001
5070,Talmudical Seminary of Bobov,Brooklyn,11219,40.634485,-73.995378
5071,Center for Allied Health Education,Brooklyn,11229,40.608783,-73.958977
5072,Monroe 2 Orleans BOCES-Center for Workforce Development,Rochester,14624,43.152896999999996,-77.744927
5073,Aveda Fredric's Institute-Cincinnati,West Chester,45069,39.35541,-84.361091
5074,MyComputerCareer.edu-Columbus,Westerville,43082,40.147019,-82.941874
5075,CDE Career Institute,Tannersville,18372,41.033423,-75.303611
5076,Instituto Educativo Premier,Ponce,00730,18.010734,-66.61498
5077,Charleston School of Law,Charleston,29403,32.790288000000004,-79.938357
5078,Elite College of Cosmetology,Lexington,38351,35.657876,-88.409149
5079,Memphis Institute of Barbering,Memphis,38107,35.158149,-90.014448
5080,Manuel and Theresa's School of Hair Design-Bryan,Bryan,77803,30.667077000000003,-96.370573
5081,Southwest University at El Paso,El Paso,79925,31.788346,-106.41315800000001
5082,Paul Mitchell the School-Austin,Austin,78759,30.386375,-97.74029300000001
5083,Aveda Institute-Provo,Provo,84601,40.236621,-111.65833500000001
5084,Dixie Technical College,Saint George,84770,37.098418,-113.591475
5085,Victoria's Academy of Cosmetology,Kennewick,99336,46.206992,-119.11814199999999
5086,Inland Massage Institute,Spokane,99218-1257,47.744223,-117.39733000000001
5087,University of South Florida-Sarasota-Manatee,Sarasota,34243-2049,27.391579999999998,-82.562725
5088,Paul Mitchell the School-San Antonio,San Antonio,78259,29.610611,-98.465779
5089,CEM College-Bayamon,Bayamn,00961,18.398651,-66.155406
5090,Bryant & Stratton College-Wauwatosa,Wauwatosa,53226,43.043215000000004,-88.050983
5091,The Art Institute of Austin,Austin,78728,30.479035999999997,-97.675263
5092,Remington College-Houston Southeast Campus,Webster,77598,29.52528,-95.123503
5093,Remington College-Shreveport Campus,Shreveport,71101,32.403166,-93.793578
5094,National American University-Austin,Austin,78727-1208,30.437732,-97.696742
5095,National American University-Wichita,Wichita,67206-1097,37.722498,-97.251731
5096,Fortis College-Landover,Landover,20785-2223,38.949933,-76.866393
5097,Jenny Lea Academy of Cosmetology,Johnson City,37601,36.32439,-82.354566
5098,The Hair Academy,Bismarck,58501,46.805857,-100.76032
5099,Ross Medical Education Center-New Baltimore,New Baltimore,48047,42.677429,-82.751334
5100,Ross College-Sylvania,Sylvania,43560,41.714006,-83.680536
5101,Escuela De Troqueleria Y Herramentaje,Bayamon,00959,18.374732,-66.143939
5102,Fortis Institute-Nashville,Nashville,37211,36.084542,-86.696299
5103,ATA College - Cincinnati,Cincinnati,45246,39.29671,-84.47886700000001
5104,Elite Welding Academy LLC,Cincinnati,45246-1013,39.313738,-84.468434
5105,Galen College of Nursing-Cincinnati,Cincinnati,45241,39.283693,-84.365946
5106,Pinnacle Career Institute-North Kansas City,Kansas City,64153,39.301199,-94.684474
5107,Strayer University-North Carolina,Morrisville,27560,35.86546,-78.822452
5108,Strayer University-New Jersey,Cherry Hill,08002,39.939316,-75.015401
5109,American National University-Dayton,Kettering,45420,39.70112,-84.12734
5110,The Ohio Media School-Columbus,Columbus,43213,39.955294,-82.8554
5111,Ohio Medical Career College,Dayton,45417,39.742339,-84.19581600000001
5112,The King's College,New York,10004,40.706677,-74.012342
5113,Chamberlain University-Illinois,Addison,60101,41.949727,-88.038558
5114,Chamberlain University-Ohio,Columbus,43209,39.940449,-82.940493
5115,Chamberlain University-Arizona,Phoenix,85021,33.56573,-112.104421
5116,Career Quest Learning Centers-Jackson,Jackson,49201,42.245222,-84.402897
5117,Bryan University,Rogers,72756,36.334163000000004,-94.17008
5118,The Salon Professional Academy-Appleton,Appleton,54915,44.26019,-88.457898
5119,Milan Institute of Cosmetology-Fairfield,Fairfield,94533,38.248447999999996,-122.0455
5120,Milan Institute of Cosmetology-Reno,Reno,89502,39.485964,-119.78845600000001
5121,Milan Institute of Cosmetology-Visalia,Visalia,93277,36.301860999999995,-119.309922
5122,Ottawa University-Online,Ottawa,66067,38.602351,-95.264165
5123,Paul Mitchell the School-Esani,Roswell,30076,34.042224,-84.333674
5124,Institute of Production and Recording,Minneapolis,55401,44.982063000000004,-93.27201099999999
5125,Paul Mitchell the School-Birmingham,Hoover,35216,33.388978,-86.808018
5126,Taft University System,Lakewood,80227,39.656632,-105.08381499999999
5127,Mayfield College,Cathedral City,92234,33.790822,-116.458827
5128,Academy of Esthetics and Cosmetology,San Fernando,91340-3212,34.285043,-118.44422800000001
5129,Borner's Barber College,Los Angeles,90047,33.95588,-118.30929099999999
5130,Paul Mitchell the School-Pasadena,Pasadena,91101,34.144765,-118.133403
5131,San Francisco Institute of Esthetics & Cosmetology Inc,San Francisco,94103,37.777043,-122.40708300000001
5132,Laurus College,San Luis Obispo,93401,35.2682,-120.669519
5133,Healing Hands School of Holistic Health,Escondido,92025,33.129652,-117.086211
5134,Career Development Institute Inc,Los Angeles,90035,34.045817,-118.386067
5135,Auguste Escoffier School of Culinary Arts-Boulder,Boulder,80305,39.983475,-105.250075
5136,Aspen University,Denver,80222,39.68614,-104.93911100000001
5137,Institute of Taoist Education and Acupuncture,Louisville,80027,39.987288,-105.139444
5138,National Beauty College,Denver,80221,39.823932,-105.005055
5139,Denver College of Nursing,Denver,80202,39.753029999999995,-104.994725
5140,Cambridge College of Healthcare & Technology,Delray Beach,33484,26.438378999999998,-80.123788
5141,Cozmo Beauty School,Bonita Springs,34135,26.330412,-81.780821
5142,Professional Hands Institute,Miami,33125,25.779427,-80.250648
5143,Celebrity School of Beauty,Miami,33144,25.760839999999998,-80.333114
5144,Paul Mitchell the School-Atlanta,Atlanta,30318,33.782528000000006,-84.416273
5145,Evans Hairstyling College-Rexburg,Rexburg,83440,43.824715999999995,-111.812372
5146,Paul Mitchell the School-Rexburg,Rexburg,83440,43.814347999999995,-111.803591
5147,University of Aesthetics & Cosmetology,Chicago,60622-2151,41.906602,-87.671255
5148,The University of Aesthetics & Cosmetology,Downers Grove,60515,41.79354,-88.01124200000001
5149,Tricoci University of Beauty Culture-Chicago NW,Chicago,60656,41.97766,-87.80676700000001
5150,Tricoci University of Beauty Culture-Glendale Heights,Glendale Heights,60139,41.90467,-88.065213
5151,Tricoci University of Beauty Culture-Peoria,Peoria,61614,40.746311,-89.60135600000001
5152,Tricoci University of Beauty Culture-Rockford,Rockford,61108,42.263898,-89.009435
5153,Frederick School of Cosmetology,Frederick,21701,39.408356,-77.43069799999999
5154,Omega Studios' School of Applied Recording Arts & Sciences,Rockville,20852,39.06427,-77.113268
5155,International Cosmetology Academy,Grand Rapids,49508,42.881218,-85.604522
5156,French Academy of Cosmetology,Spring Lake,49456,43.075897999999995,-86.198004
5157,Healing Arts Center,St. Louis,63122,38.603239,-90.387718
5158,Paul Mitchell the School-Springfield,Springfield,65807,37.159135,-93.31815
5159,Urshan Graduate School of Theology,Wentzville,63385,38.808034,-90.830252
5160,Mississippi Institute of Aesthetics Nails & Cosmetology,Clinton,39056,32.330039,-90.327649
5161,College of Western Idaho,Nampa,83687,43.614106,-116.507314
5162,Aveda Institute-Chapel Hill,Chapel Hill,27514-7001,35.927944000000004,-79.02676899999999
5163,Daoist Traditions College of Chinese Medical Arts,Asheville,28801,35.606831,-82.568537
5164,Total Image Beauty Academy,Union City,07087,40.77578,-74.02609100000001
5165,Jersey College,Teterboro,07608,40.862137,-74.057936
5166,American Institute of Medical Sciences & Education,Piscataway,08854,40.56114,-74.437251
5167,Casal Institute of Nevada,Las Vegas,89119,36.101143,-115.11738700000001
5168,Career School of NY,Staten Island,10301,40.641352000000005,-74.078168
5169,John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,Ballston Spa,12020,43.047475,-73.846603
5170,Yeshiva of Machzikai Hadas,Brooklyn,11219-1408,40.638194,-73.98785500000001
5171,Aveda Institute-Columbus,Columbus,43214,40.062719,-83.043021
5172,Paul Mitchell the School-Cincinnati,Cincinnati,45241,39.291618,-84.392501
5173,Hands on Therapy,Mesquite,75149,32.787719,-96.60627
5174,MediaTech Institute-Dallas,Dallas,75234,32.92427,-96.902721
5175,PCCenter,Farmers Branch,75244,32.934898,-96.824125
5176,Aveda Arts & Sciences Institute-San Antonio,San Antonio,78259-2792,29.637354,-98.452126
5177,Skin Science Institute,Sandy,84094,40.564549,-111.851628
5178,Pacific Northwest University of Health Sciences,Yakima,98901,46.602872,-120.45598000000001
5179,The Chicago School of Professional Psychology at Irvine,Irvine,92612,33.650763,-117.838089
5180,Fortis College-Dothan,Dothan,36303,31.243014000000002,-85.37446
5181,Fortis Institute-Pensacola,Pensacola,32514,30.510415000000002,-87.183112
5182,Fortis College-Montgomery,Montgomery,36109,32.384006,-86.252163
5183,Woodland Community College,Woodland,95776,38.660392,-121.73533
5184,Dorsey School of Business-Roseville Culinary Academy,Roseville,48066,42.527764000000005,-82.915541
5185,Fortis Institute-Birmingham,Birmingham,35211,33.442921000000005,-86.862659
5186,The Chicago School of Professional Psychology at Los Angeles,Los Angeles,90017,34.047958,-118.257251
5187,Cardiac and Vascular Institute of Ultrasound,Mobile,36606,30.650045000000002,-88.112324
5188,Studio Academy of Beauty,Chandler,85224,33.314894,-111.860316
5189,California Nurses Educational Institute,Palm Springs,92264,33.816672,-116.49014199999999
5190,Paul Mitchell the School-Sacramento,Sacramento,95825,38.594752,-121.41593999999999
5191,Providence Christian College,Pasadena,91101,34.149327,-118.141062
5192,Oxford Academy of Hair Design Inc,Seymour,06483,41.397798,-73.061063
5193,Institute of World Politics,Washington,20036,38.910537,-77.036112
5194,Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,20064,38.933246000000004,-76.99860600000001
5195,Medical Institute of Palm Beach,Greenacres,33463,26.620478000000002,-80.134959
5196,Woodruff Medical Training and Testing,Gainesville,30501,34.296434999999995,-83.81839599999999
5197,Oliver Finley Academy of Cosmetology,Boise,83714,43.667102,-116.281478
5198,National Career College,Panorama City,91402,34.22245,-118.446211
5199,Aveda Institute-Chicago,Chicago,60657,41.933493,-87.645838
5200,Tricoci University of Beauty Culture-Libertyville,Libertyville,60048,42.28167,-87.942702
5201,Tricoci University of Beauty Culture-Bridgeview,Bridgeview,60455,41.734829,-87.80309
5202,The Temple-A Paul Mitchell Partner School,Frederick,21701,39.415248999999996,-77.411651
5203,Center for Massage,Asheville,28801,35.594,-82.55057099999999
5204,Academy of Hair Design-Oklahoma City,Oklahoma City,73120,35.591351,-97.566146
5205,Liberty Junior College,Cayey,00737,18.134531,-66.129813
5206,Toni & Guy Hairdressing Academy-Cranston,Cranston,02920,41.731937,-71.479109
5207,South Texas Training Center,San Benito,78586,26.156604,-97.652989
5208,Columbia College,Vienna,22182,38.928425,-77.249152
5209,Vermont College of Fine Arts,Montpelier,05602,44.25521,-72.567616
5210,Advanced Welding Institute,South Burlington,05403,44.45588,-73.139437
5211,Paul Mitchell the School-Memphis,Memphis,38111,35.129595,-89.947956
5212,Pima Medical Institute-East Valley,Mesa,85209,33.376378,-111.689497
5213,Paul Mitchell the School-Cleveland,Twinsburg,44087,41.330927,-81.463033
5214,Paul Mitchell the School-Columbus,Columbus,43231,40.059575,-82.938765
5215,Empire Beauty School-Lauderhill,Lauderhill,33351,26.18471,-80.25111899999999
5216,Empire Beauty School-Spring Lake Park,Spring Lake Park,55432,45.117185,-93.26236999999999
5217,MediaTech Institute-Houston,Houston,77042,29.724809000000004,-95.568341
5218,Fortis College-Phoenix,Phoenix,85006,33.455110999999995,-112.043322
5219,Platt College-Miller-Motte-Raleigh,Raleigh,27604-6072,35.834569,-78.585676
5220,Lamson Institute,San Antonio,78238,29.481426000000003,-98.607504
5221,College of Hair Design-East Campus,Lincoln,68526,40.732974,-96.596462
5222,Fortis College-Salt Lake City,Salt Lake City,84107,40.685819,-111.870502
5223,Polytechnic University of Puerto Rico-Miami,Miami,33166,25.80915,-80.328482
5224,Polytechnic University of Puerto Rico-Orlando,Orlando,32825,28.551579999999998,-81.253943
5225,Ross Medical Education Center-Fort Wayne,Fort Wayne,46805,41.115114,-85.14454
5226,Ross Medical Education Center-Battle Creek,Battle Creek,49015,42.247801,-85.20031
5227,Geisinger Commonwealth School of Medicine,Scranton,18509,41.413415,-75.655478
5228,Josef's School of Hair Skin & Body-Fargo,Fargo,58103,46.862159999999996,-96.83183000000001
5229,Northeast Technology Center-Claremore,Claremore,74017,36.326822,-95.63415400000001
5230,Platt College-McCann-Allentown,Allentown,18109,40.64006,-75.448981
5231,Salon Success Academy-Fontana,Fontana,92335,34.099087,-117.437904
5232,Salon Success Academy-Redlands,Redlands,92373,34.062342,-117.218933
5233,Strayer University-West Virginia,Scott Depot,25560,38.454703,-81.928375
5234,Vanguard College of Cosmetology-Baton Rouge,Baton Rouge,70816,30.411070000000002,-91.04449100000001
5235,Beauty Schools of America-Homestead,Homestead,33030,25.475883,-80.44629300000001
5236,South Texas Vocational Technical Institute-Brownsville,Brownsville,78520,25.9358,-97.509158
5237,Platt College-STVT-Corpus Christi,Corpus Christi,78416,27.739649,-97.433269
5238,University of Minnesota-Rochester,Rochester,55904,44.022339,-92.463471
5239,Health And Style Institute,Greensboro,27407,36.037762,-79.840799
5240,College of Business and Technology-Cutler Bay,Cutler Bay,33157,25.590467999999998,-80.356565
5241,Herzing University-Toledo,Toledo,43615,41.639266,-83.665453
5242,Capri Beauty College,New Lenox,60451,41.509958000000005,-87.927816
5243,Milan Institute-Bakersfield,Bakersfield,93301,35.385513,-119.02308799999999
5244,Homestead Schools,Torrance,90505,33.809096000000004,-118.35009
5245,Carrington College-Las Vegas,Las Vegas,89119,36.08486,-115.11823100000001
5246,Carrington College-Reno,Reno,89511,39.463165000000004,-119.786947
5247,Chamberlain University-Florida,Jacksonville,32256,30.243516999999997,-81.586421
5248,Remington College-Columbia Campus,Columbia,29210,34.032225,-81.09721
5249,Washington Barber College Inc,Little Rock,72209-3820,34.69065,-92.335352
5250,InterCoast Colleges-Rancho Cordova,Rancho Cordova,95827,38.561309,-121.33424299999999
5251,Horizon University,Indianapolis,46236-2622,39.894653999999996,-85.986809
5252,San Diego Culinary Institute,La Mesa,91942,32.763846,-117.02406299999998
5253,Beyond 21st Century Beauty Academy,Santa Fe Springs,90670,33.916443,-118.041477
5254,Academy for Jewish Religion-California,Los Angeles,90024,34.070281,-118.43849499999999
5255,Angeles College,Los Angeles,90010,34.061223,-118.29903
5256,Angeles Institute,ARTESIA,90701-2713,33.875772,-118.08074099999999
5257,Paul Mitchell the School-Temecula,Temecula,92591,33.507315999999996,-117.146674
5258,European Academy of Cosmetology and Hairdressing,Guilford,06437-2319,41.295441,-72.700147
5259,International Institute of Cosmetology,Wethersfield,06109,41.707932,-72.66178199999999
5260,Florida School of Traditional Midwifery,Gainesville,32601,29.652269,-82.31585
5261,Emerald Coast Technical College,DeFuniak Springs,32433,30.732090000000003,-86.128061
5262,Immokalee Technical College,Immokalee,34142,26.426526000000003,-81.425148
5263,American Academy of Cosmetology,Orange Park,32065,30.123757,-81.798803
5264,University of Fort Lauderdale,Lauderhill,33313,26.147098,-80.204938
5265,Aviation Institute of Maintenance-Orlando,Casselberry,32707,28.680653000000003,-81.33419599999999
5266,Summit Salon Academy,Tampa,33624,28.051825,-82.525411
5267,Summit Salon Academy-Gainesville,Gainesville,32607,29.654808000000003,-82.416921
5268,Tenaj Salon Institute,The Villages,32162,28.929944,-82.028094
5269,Profile Institute of Barber-Styling,Atlanta,30315,33.681424,-84.38805699999999
5270,Keune Academy by 124,Lawrenceville,30043,33.96488,-84.02253
5271,Pacific Rim Christian University,Honolulu,96819-2228,21.328198,-157.88837900000001
5272,Urban 113 School of Cosmetology,TWIN FALLS,83301,42.555761,-114.46953300000001
5273,Ambria College of Nursing,Hoffman Estates,60192,42.075628,-88.2109
5274,Midwestern Career College,Chicago,60202,41.88053,-87.63739
5275,Paul Mitchell the School-Normal,Normal,61761,40.50938,-88.95961899999999
5276,Innovations Design Academy,Canton,61520,40.558545,-90.03299999999999
5277,Aveda Fredric's Institute-Indianapolis,Indianapolis,46250,39.908215999999996,-86.06604899999999
5278,Summit Salon Academy,Anderson,46013,40.060996,-85.653588
5279,Eric Fisher Academy,Wichita,67212,37.693713,-97.422011
5280,My Le's Beauty College,Gretna,70056,29.902428000000004,-90.029931
5281,Blackstone Valley Vocational Regional School District,Upton,01568,42.16382,-71.61624300000001
5282,Southern Worcester County Regional Vocational School District,Charlton,01507-1331,42.133623,-71.957564
5283,L'esprit Academy,Canton,48187,42.321903999999996,-83.457386
5284,Marketti Academy of Cosmetology,Waterford,48329,42.683352,-83.37473299999999
5285,CenterPoint Massage & Shiatsu Therapy School & Clinic,St Louis Park,55416,44.939769,-93.347429
5286,Avalon School of Cosmetology,Worthington,56187,43.631842,-95.602503
5287,American Business and Technology University,St Joseph,64506,39.779095,-94.819797
5288,City Vision University,Kansas City,64106-3028,39.101164000000004,-94.569475
5289,Transformed Barber and Cosmetology Academy,Kansas City,64110,39.012817999999996,-94.572912
5290,Bitterroot School of Cosmetology,Hamilton,59840,46.273475,-114.159449
5291,Montana Academy of Salons,Great Falls,59405,47.49941,-111.303922
5292,National Career Institute,East Orange,07018,40.76137,-74.222091
5293,Toni & Guy Hairdressing Academy-Albuquerque,Albuquerque,87110,35.102306,-106.56653700000001
5294,International Academy of Style,Reno,89502-1559,39.516281,-119.783208
5295,EDP School,Brooklyn,11235,40.58605,-73.952901
5296,New York Medical Career Training Center,Flushing,11354,40.762695,-73.83148800000001
5297,Institute of Culinary Education,New York,10281,40.712449,-74.015637
5298,The Salon Professional Academy-Tonawanda,Tonawanda,14150,42.981584000000005,-78.824364
5299,Onondaga School of Therapeutic Massage-Syracuse,Syracuse,13210,43.0477,-76.140431
5300,Academy of Cosmetology and Esthetics NYC,Staten Island,10306,40.573227,-74.114517
5301,Finger Lakes School of Massage,Ithaca,14850,42.43935,-76.496181
5302,Four County Career Center,Archbold,43502,41.452808000000005,-84.303115
5303,Elevate Salon Institute,Middleburg Heights,44130,41.375544,-81.791333
5304,Summit Salon Academy-Perrysburg,Perrysburg,45551,41.54424,-83.620281
5305,Portland Actors Conservatory,Portland,97239,45.500424,-122.67074099999999
5306,Somerset County Technology Center,Somerset,15501-4309,40.00475,-79.029641
5307,Metro Beauty Academy,Allentown,18106,40.56865,-75.555591
5308,Academy for Careers and Technology,Mullins,29574-6009,34.186433,-79.34015699999999
5309,Aiken School of Cosmetology and Barbering,Aiken,29801,33.559545,-81.71728
5310,Love Beauty School Inc,Manchester,37355,35.488524,-86.093863
5311,Professional Career Training Institute,Houston,77090,29.981090000000002,-95.426197
5312,Houston International College Cardiotech Ultrasound School,Houston,77099,29.675203000000003,-95.59290899999999
5313,DuVall's School of Cosmetology,Bedford,76021,32.852275,-97.16810500000001
5314,Advanced Beauty College,Irving,75038,32.859493,-96.9927
5315,Texas Beauty College,Haltom city,76117,32.826045,-97.265311
5316,Avenue Five Institute,Austin,78757,30.369503,-97.728961
5317,The Salon Professional Academy-Lewisville,Lewisville,75067,33.005024,-96.964907
5318,Renaissance Academie,Provo,84604,40.25395,-111.66596100000001
5319,Bethel College,Hampton,23666,37.041270000000004,-76.409526
5320,Institute of Advanced Medical Esthetics,Ashland,23005-2111,37.757884999999995,-77.47440999999999
5321,Gary Manuel Aveda Institute,Seattle,98122,47.614618,-122.319055
5322,Northwest School of Wooden Boat Building,Port Hadlock,98339,48.03413,-122.75258799999999
5323,The Salon Professional Academy-Onalaska,Onalaska,54650,43.87382,-91.19731999999999
5324,West Coast University-Orange County,Anaheim,92802,33.811040000000006,-117.91181100000001
5325,West Coast University-Ontario,Ontario,91761,34.066590999999995,-117.59003500000001
5326,Midwest Technical Institute-East Peoria,East Peoria,61611,40.642286999999996,-89.543531
5327,Paul Mitchell the School-Chicago,Chicago,60607,41.866213,-87.646644
5328,Dorsey School of Business-Waterford Pontiac,Pontiac,48341,42.643595,-83.32463100000001
5329,Platt College-Miller-Motte-Fayetteville,Fayetteville,28311,35.11096,-78.88167
5330,European Massage Therapy School-Las Vegas,Las Vegas,89117,36.145445,-115.300577
5331,Platt College-Miller-Motte Technical-Columbus,Columbus,31907,32.479997,-84.935912
5332,Fortis College-Grand Prairie,Grand Prairie,75050,32.760636,-97.005122
5333,The Art Institute of Virginia Beach,Virginia Beach,23462,36.842383,-76.131737
5334,Bryant & Stratton College-Bayshore,Glendale,53217,43.118941,-87.9154
5335,Fortis College-Indianapolis,Indianapolis,46268,39.9184,-86.22318100000001
5336,Empire Beauty School-E Memphis,Memphis,38117,35.115499,-89.90196999999999
5337,Empire Beauty School-Nashville,Brentwood,37027,35.967868,-86.814676
5338,Empire Beauty School-Jackson,Jackson,38301,35.63694,-88.847611
5339,Empire Beauty School-Springfield,Springfield,19064,39.93765,-75.34977099999999
5340,Empire Beauty School-Paramus,Paramus,07652,40.912644,-74.043699
5341,Empire Beauty School-Speedway,Speedway,46224,39.80055,-86.261512
5342,Empire Beauty School-Morrow,Morrow,30260,33.564935999999996,-84.32568
5343,Strayer University-Arkansas,Little Rock,72211,34.74735,-92.39603100000001
5344,Strayer University-Georgia,Atlanta,30341,33.874235999999996,-84.275624
5345,Strayer University-Mississippi,Jackson,39201,32.300562,-90.188097
5346,Strayer University-South Carolina,Greenville,29607,34.85654,-82.357811
5347,Strayer University-Texas,Austin,78759,30.371175,-97.73985
5348,The Art Institute of San Antonio,San Antonio,78230,29.532925,-98.56555999999999
5349,Empire Beauty School-S Memphis,Memphis,38111,35.10972,-89.945739
5350,Empire Beauty School-Charlotte,Charlotte,28213,35.25855,-80.7837
5351,Empire Beauty School-E Greensboro,Greensboro,27405,36.087579999999996,-79.759461
5352,Empire Beauty School-Winston-Salem,Winston-Salem,27106,36.152612,-80.282751
5353,Empire Beauty School-West Palm,West Palm Beach,33409,26.705540999999997,-80.107401
5354,Empire Beauty School-Pineville,Charlotte,28226,35.089864,-80.865367
5355,Virginia Polytechnic Institute & State University,Roanoke,24016-4950,37.257489,-79.942599
5356,Bryant & Stratton College-Hampton,Hampton,23666,37.044229,-76.39185
5357,Paul Mitchell the School-Phoenix,Phoenix,85017,33.523666999999996,-112.13304699999999
5358,All Beauty College,Fort Mohave,86426,35.021355,-114.600955
5359,Trinity School of Health and Allied Sciences,Gardena,90248,33.858729,-118.29873300000001
5360,Paul Mitchell the School-Modesto,Modesto,95350,37.683009999999996,-120.99374499999999
